Week,Match Title,Match Date,Team,Player,Position,Injury,Practice Status,Game Status
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Rams,Rob Havenstein,T,,Full Participation in Practice,
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Rams,Tre Tomlinson,CB,Hamstring,Did Not Participate In Practice,Out
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Rams,Joe Noteboom,T,Foot,Did Not Participate In Practice,Questionable
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Rams,Ronnie Rivers,RB,,Full Participation in Practice,
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Rams,Ahkello Witherspoon,CB,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Bengals,Joe Bachie,LB,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Bengals,Chase Brown,RB,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Bengals,Jake Browning,QB,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Bengals,Alex Cappa,G,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Bengals,Jackson Carman,T,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Bengals,Ja'Marr Chase,WR,Shoulder,Did Not Participate In Practice,Out
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Bengals,Cameron Sample,DE,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Minkah Fitzpatrick,S,Knee,Did Not Participate In Practice,Out
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Pat Freiermuth,TE,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Najee Harris,RB,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Cameron Heyward,DT,,Full Participation in Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Broderick Jones,T,,Full Participation in Practice,Questionable
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Kenny Pickett,QB,Ankle,Limited Participation in Practice,Out
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Elijah Riley,S,Ankle,Full Participation in Practice,Questionable
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Isaac Seumalo,G,,Did Not Participate In Practice,
Week 16,Bengals vs Steelers,"SATURDAY, DECEMBER 23RD",Steelers,Trenton Thompson,S,Neck,Did Not Participate In Practice,Out
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,Jack Anderson,C,Illness,Did Not Participate In Practice,Out
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,DeForest Buckner,DT,,Did Not Participate In Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,Matt Gay,K,,Full Participation in Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,Eric Johnson,DT,,Full Participation in Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,Zack Moss,RB,Forearm,Did Not Participate In Practice,Questionable
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,Segun Olubi,LB,Hip,Did Not Participate In Practice,Out
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,Michael Pittman,WR,Shoulder,Limited Participation in Practice,Questionable
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,Braden Smith,T,Knee,Did Not Participate In Practice,Out
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Colts,Jonathan Taylor,RB,,Full Participation in Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Calais Campbell,DE,,Full Participation in Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Drew Dalman,C,,Full Participation in Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Bud Dupree,LB,Back,Limited Participation in Practice,Questionable
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Chris Lindstrom,G,,Full Participation in Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Jake Matthews,T,,Full Participation in Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Kaleb McGary,T,Knee,Limited Participation in Practice,Questionable
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Ryan Neuzil,C,,Full Participation in Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,David Onyemata,DT,Ankle,Limited Participation in Practice,Questionable
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Cordarrelle Patterson,RB,,Did Not Participate In Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Bradley Pinion,P,,Did Not Participate In Practice,
Week 16,Colts vs Falcons,"SUNDAY, DECEMBER 24TH",Falcons,Keith Smith,FB,Ankle,Did Not Participate In Practice,Doubtful
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Maxx Crosby,DE,,Limited Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Brandon Facyson,CB,Shin,Full Participation in Practice,Questionable
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Justin Herron,T,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Jesper Horsted,TE,Hamstring,Limited Participation in Practice,Questionable
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Josh Jacobs,RB,"Quadricep, Illness",Did Not Participate In Practice,Questionable
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Andre James,C,,Limited Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Jack Jones,CB,Knee,Limited Participation in Practice,Questionable
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Michael Mayer,TE,Toe,Did Not Participate In Practice,Out
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Kolton Miller,T,Shoulder,Limited Participation in Practice,Questionable
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Bilal Nichols,DT,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Dylan Parham,G,,Limited Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,Robert Spillane,LB,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Raiders,DJ Turner,WR,Shoulder,Limited Participation in Practice,Questionable
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Nick Bolton,LB,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Clyde Edwards-Helaire,RB,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Mecole Hardman,WR,Thumb,Limited Participation in Practice,Out
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Cam Jones,LB,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Travis Kelce,TE,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Jerick McKinnon,RB,Groin,Did Not Participate In Practice,Out
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Wanya Morris,T,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Isiah Pacheco,RB,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Justin Reid,S,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Rashee Rice,WR,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Donovan Smith,T,Neck,Did Not Participate In Practice,Out
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Trey Smith,G,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,L'Jarius Sneed,CB,,Full Participation in Practice,
Week 16,Raiders vs Chiefs,"MONDAY, DECEMBER 25TH",Chiefs,Kadarius Toney,WR,Hip,Did Not Participate In Practice,Out
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Israel Abanikanda,RB,Ankle,Limited Participation in Practice,Questionable
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Duane Brown,T,Back,Did Not Participate In Practice,Out
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Ashtyn Davis,S,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,John Franklin-Myers,DE,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Justin Hardee,CB,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Allen Lazard,WR,Illness,Did Not Participate In Practice,Questionable
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Aaron Rodgers,QB,Achilles,Did Not Participate In Practice,Out
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Jeremy Ruckert,TE,Concussion,Did Not Participate In Practice,Out
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Trevor Siemian,QB,,Full Participation in Practice,Questionable
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Zach Wilson,QB,Concussion,Did Not Participate In Practice,Out
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Jets,Greg Zuerlein,K,right Quadricep,Limited Participation in Practice,Questionable
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Joel Bitonio,G,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Corey Bojorquez,P,left Quadricep,Did Not Participate In Practice,Doubtful
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Geron Christian,T,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Amari Cooper,WR,"Not injury related - resting player, Heel",Did Not Participate In Practice,Questionable
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Martin Emerson,CB,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Joe Flacco,QB,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Jerome Ford,RB,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Myles Garrett,DE,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Marquise Goodwin,WR,Knee,Limited Participation in Practice,Questionable
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Nick Harris,C,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Dustin Hopkins,K,left Hamstring,Did Not Participate In Practice,Out
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Kareem Hunt,RB,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Jordan Kunaszyk,LB,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,David Njoku,TE,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Ogbo Okoronkwo,DE,Pectoral,Did Not Participate In Practice,Out
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Ethan Pocic,C,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Za'Darius Smith,DE,,Limited Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Wyatt Teller,G,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Juan Thornhill,S,Calf,Full Participation in Practice,Questionable
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Dorian Thompson-Robinson,QB,,Did Not Participate In Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Cedric Tillman,WR,,Full Participation in Practice,
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Anthony Walker,LB,Knee,Did Not Participate In Practice,Out
Week 17,Jets vs Browns,"THURSDAY, DECEMBER 28TH",Browns,Denzel Ward,CB,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,Derrick Barnes,LB,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,Jason Cabinda,FB,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,Taylor Decker,T,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,C.J. Gardner-Johnson,S,Pectoral,Limited Participation in Practice,Out
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,James Houston,LB,Ankle,Limited Participation in Practice,Out
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,Jerry Jacobs,CB,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,Frank Ragnow,C,,Did Not Participate In Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,Penei Sewell,T,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,Cameron Sutton,CB,Toe,Did Not Participate In Practice,Questionable
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Lions,Brock Wright,TE,Hip,Did Not Participate In Practice,Out
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Brandin Cooks,WR,,Limited Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Rico Dowdle,RB,Ankle,Did Not Participate In Practice,Out
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Chuma Edoga,T,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Viliami Fehoko Jr.,DE,Knee,Full Participation in Practice,Questionable
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Stephon Gilmore,CB,,Limited Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Johnathan Hankins,DT,"Knee, Ankle",Did Not Participate In Practice,Out
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Malik Hooker,S,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Demarcus Lawrence,DE,,Limited Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Jourdan Lewis,CB,,Limited Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Hunter Luepke,RB,,Full Participation in Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Zack Martin,G,,Did Not Participate In Practice,
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Tyron Smith,T,Back,Limited Participation in Practice,Questionable
Week 17,Lions vs Cowboys,"SATURDAY, DECEMBER 30TH",Cowboys,Matt Waletzko,T,,Full Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Rams,Brian Allen,C,,Did Not Participate In Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Rams,Aaron Donald,DT,,Did Not Participate In Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Rams,Tre Tomlinson,CB,Hamstring,Did Not Participate In Practice,Out
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Rams,Alaric Jackson,T,Thigh,Did Not Participate In Practice,Questionable
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Rams,Ernest Jones,LB,Illness,Did Not Participate In Practice,Questionable
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Rams,Puka Nacua,WR,Hip,Did Not Participate In Practice,Questionable
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Rams,Joe Noteboom,T,Foot,Limited Participation in Practice,Questionable
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Deonte Banks,CB,Shoulder,Limited Participation in Practice,Questionable
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Saquon Barkley,RB,,Full Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Ben Bredeson,G,,Full Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Lawrence Cager,TE,Groin,Limited Participation in Practice,Doubtful
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Jamie Gillan,P,,Limited Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Adoree' Jackson,CB,,Full Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Dexter Lawrence,DT,,Limited Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Rakeem Nunez-Roches,DT,,Limited Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Justin Pugh,G,,Full Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,A'Shawn Robinson,DT,,Limited Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Wan'Dale Robinson,WR,Quadricep,Limited Participation in Practice,Questionable
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,John Michael Schmitz,C,,Full Participation in Practice,
Week 17,Rams vs Giants,"SUNDAY, DECEMBER 31ST",Giants,Darren Waller,TE,,Full Participation in Practice,
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Minkah Fitzpatrick,S,Knee,Limited Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Najee Harris,RB,,Full Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Cameron Heyward,DT,,Limited Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Myles Jack,LB,,Did Not Participate In Practice,
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Larry Ogunjobi,DT,,Did Not Participate In Practice,
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Kenny Pickett,QB,,Full Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Elandon Roberts,LB,Pectoral,Limited Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Isaac Seumalo,G,,Did Not Participate In Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,Trenton Thompson,S,Neck,Limited Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Steelers,T.J. Watt,LB,,Limited Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Odell Beckham Jr.,WR,"Not injury related - resting player, coach decision",Did Not Participate In Practice,Out
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Ronald Darby,CB,Illness,Did Not Participate In Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Zay Flowers,WR,Calf,Did Not Participate In Practice,Doubtful
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Kyle Hamilton,S,Knee,Limited Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Malik Harrison,LB,Groin,Did Not Participate In Practice,Out
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Marlon Humphrey,CB,Calf,Did Not Participate In Practice,Out
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Lamar Jackson,QB,"Not injury related - resting player, coach decision",Limited Participation in Practice,Out
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Arthur Maulet,CB,Hip,Full Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Del'Shawn Phillips,LB,,Full Participation in Practice,
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Patrick Queen,LB,,Full Participation in Practice,
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Brandon Stephens,CB,Ankle,Full Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Kyle Van Noy,LB,,Full Participation in Practice,
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Tylan Wallace,WR,Knee,Limited Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Ar'Darius Washington,S,Pectoral,Limited Participation in Practice,Questionable
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Daryl Worley,S,"Ankle, Shoulder",Did Not Participate In Practice,Out
Week 18,Steelers vs Ravens,"SATURDAY, JANUARY 6TH",Ravens,Kevin Zeitler,G,"Knee, Quadricep",Did Not Participate In Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Mekhi Blackmon,CB,Shoulder,Did Not Participate In Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Christian Darrisaw,T,Illness,Limited Participation in Practice,Questionable
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Ed Ingram,G,Shoulder,Limited Participation in Practice,Questionable
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Theo Jackson,S,Toe,Did Not Participate In Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Byron Murphy,CB,Knee,Did Not Participate In Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Nick Muse,TE,,Full Participation in Practice,
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Jalen Nailor,WR,Concussion,Did Not Participate In Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Brian O'Neill,T,Ankle,Did Not Participate In Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Jaquelin Roy,DT,Ankle,Did Not Participate In Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Vikings,Harrison Smith,S,,Full Participation in Practice,
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Taylor Decker,T,,Full Participation in Practice,
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,C.J. Gardner-Johnson,S,Pectoral,Full Participation in Practice,Questionable
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Graham Glasgow,G,,Full Participation in Practice,
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,James Houston,LB,Ankle,Limited Participation in Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Benito Jones,DT,Illness,Full Participation in Practice,Questionable
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Sam LaPorta,TE,,Full Participation in Practice,
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Alim McNeill,DT,Knee,Limited Participation in Practice,Questionable
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Frank Ragnow,C,,Full Participation in Practice,
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Cameron Sutton,CB,,Full Participation in Practice,
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Jameson Williams,WR,"Ankle, Illness",Did Not Participate In Practice,Out
Week 18,Vikings vs Lions,"SUNDAY, JANUARY 7TH",Lions,Brock Wright,TE,Hip,Did Not Participate In Practice,Out
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,David Bell,WR,,Full Participation in Practice,
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Joel Bitonio,G,,Full Participation in Practice,
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Corey Bojorquez,P,,Full Participation in Practice,
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Amari Cooper,WR,,Full Participation in Practice,
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Grant Delpit,S,Groin,Limited Participation in Practice,Out
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Joe Flacco,QB,,Full Participation in Practice,
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Mike Ford,CB,Calf,Limited Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Myles Garrett,DE,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Marquise Goodwin,WR,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Duron Harmon,S,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Shelby Harris,DT,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Dustin Hopkins,K,left Hamstring,Did Not Participate In Practice,Out
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Kareem Hunt,RB,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Jordan Kunaszyk,LB,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Greg Newsome II,CB,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,David Njoku,TE,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Ogbo Okoronkwo,DE,,Full Participation in Practice,Questionable
Wildcard,Browns vs Texans,"SATURDAY, JANUARY 13TH",Browns,Ethan Pocic,C,,Full Participation in Practice,Questionable
